date,EE,LT,LV,AT,BE,FR,GER,NL,PL,DK1,DK2,FI,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4
2025-08-09 22:45:00,92.54,92.54,92.54,92.54,92.54,92.54,92.54,92.54,120.48,92.54,92.54,3.15,50.44,76.47,3.15,3.15,3.15,3.15,3.15,26.93,26.93
2025-08-09 23:00:00,100.57,100.57,100.57,100.57,100.57,98.11,100.57,100.57,149.75,100.57,100.57,6.58,22.38,76.02,2.29,2.29,2.29,6.58,6.58,6.58,97.55
2025-08-09 23:15:00,97.09,97.09,97.09,97.09,97.09,89.78,97.09,97.09,146.29,97.09,97.09,5.01,22.38,75.97,2.69,2.69,2.69,5.01,5.01,5.01,15.6
2025-08-09 23:30:00,89.06,89.06,89.06,89.06,89.06,89.0,89.06,89.06,110.44,89.06,89.06,3.09,9.49,75.97,3.07,3.07,3.07,3.09,3.09,3.09,3.09
2025-08-09 23:45:00,84.01,84.01,84.01,84.01,84.01,81.68,84.01,84.01,110.4,84.01,83.32,2.55,9.49,75.97,2.55,2.55,2.55,2.55,2.55,3.02,3.02
2025-08-10 12:00:00,-5.0,-5.0,-5.0,-13.77,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
2025-08-10 12:15:00,-4.88,-4.88,-4.88,-11.34,-11.34,-11.34,-11.34,-11.34,-11.34,-4.88,-4.88,-4.88,-4.88,0.0,-3.4,-3.4,0.0,-4.88,-4.88,-4.88,-4.88
2025-08-10 12:30:00,-9.52,-9.52,-9.52,-42.08,-27.01,-13.41,-27.01,-27.01,-20.63,-9.52,-9.52,-9.52,-9.52,0.0,-9.52,-9.52,0.0,-9.52,-9.52,-9.52,-9.52
2025-08-10 12:45:00,-13.37,-13.37,-13.37,-76.32,-36.65,-23.01,-44.45,-44.45,-20.63,-13.37,-13.37,-13.37,-13.37,0.0,-13.37,-13.37,0.0,-13.37,-13.37,-13.37,-13.37
2025-08-10 13:00:00,-4.94,-4.94,-4.94,-56.66,-30.07,-5.0,-30.07,-30.07,-30.07,-30.07,-30.07,-4.94,-13.38,0.26,-13.38,1.15,0.26,-17.2,-17.2,-17.2,-17.2
2025-08-10 13:15:00,-4.88,-4.88,-4.88,-67.01,-39.19,-27.86,-39.19,-54.1,-39.19,-26.13,-26.13,-4.88,-8.54,0.26,-8.54,-8.54,0.26,-26.13,-26.13,-26.13,-26.13
2025-08-10 13:30:00,-4.96,-4.96,-4.96,-76.1,-54.95,-54.95,-54.95,-54.95,-42.63,-29.58,-29.58,-4.96,-17.3,0.26,-17.3,-9.25,0.26,-17.3,-17.3,-17.3,-17.3
2025-08-10 13:45:00,-4.96,-4.96,-4.96,-73.76,-60.99,-60.99,-60.99,-60.99,-60.99,-7.83,-7.83,-4.96,-7.83,0.26,-7.83,-7.83,0.26,-7.83,-7.83,-7.83,-7.83
2025-08-10 14:00:00,-4.87,-4.87,-4.87,-63.48,-87.94,-63.48,-63.48,-89.98,-33.76,-48.3,-42.94,-4.87,-2.36,7.28,-15.51,-15.51,-2.36,-15.51,-15.51,-15.51,-15.51
2025-08-10 14:15:00,-4.87,-4.87,-4.87,-45.78,-45.78,-45.78,-45.78,-45.78,-33.77,-45.78,-45.78,-4.87,-2.36,7.28,-15.52,-15.52,-2.36,-15.52,-15.52,-15.52,-15.52
2025-08-10 14:30:00,-4.87,-4.87,-4.87,-41.99,-41.99,-41.99,-41.99,-41.99,-41.99,-41.99,-41.99,-4.87,-2.36,7.28,-15.51,-15.51,-2.36,-15.51,-15.51,-15.51,-15.51
2025-08-10 14:45:00,-16.81,-16.81,-16.81,-28.17,-28.17,-28.17,-28.17,-28.17,-28.17,-28.17,-28.17,-16.81,-2.36,7.28,-16.81,-16.81,-2.36,-16.81,-16.81,-16.81,-16.81
2025-08-10 15:00:00,-0.11,-0.11,-0.11,-56.18,-47.13,-47.13,-47.13,-47.13,-34.6,-29.25,-29.25,-0.11,-29.25,-29.25,-0.11,-0.11,-29.25,-0.11,-0.11,-29.25,-29.25
2025-08-10 15:15:00,-6.7,-6.7,-6.7,-23.9,-23.9,-23.9,-23.9,-23.9,-23.9,-23.9,-23.9,-6.7,-23.9,-23.9,-6.7,-6.7,-23.9,-6.7,-6.7,-23.9,-23.9
2025-08-10 15:30:00,3.83,3.83,3.83,-5.01,-5.01,-5.01,-5.01,-5.01,-5.01,-5.01,-5.01,3.83,-5.01,-5.01,-3.9,-3.9,-5.01,-3.9,-3.9,-5.01,-5.01
2025-08-10 15:45:00,4.14,4.14,4.14,-1.3,-1.3,-1.3,-1.3,-1.3,11.48,-1.3,-1.3,4.14,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3
2025-08-10 16:00:00,2.05,2.05,2.05,-55.02,-14.24,-14.24,-14.24,-14.24,-14.24,-14.24,-14.24,2.05,-14.24,-14.24,-10.61,-7.34,-14.24,-14.24,-14.24,-14.24,-14.24
2025-08-10 16:15:00,-5.0,-5.0,-5.0,-13.5,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
2025-08-10 16:30:00,1.82,1.82,1.82,-1.63,-1.63,-1.63,-1.63,-1.63,10.27,-1.63,-1.63,1.82,-1.63,-1.63,-1.63,-1.63,-1.63,-1.63,-1.63,-1.63,-1.63
2025-08-10 16:45:00,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,25.51,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
2025-08-10 17:00:00,25.77,-18.02,-18.02,-18.02,-18.02,-18.02,-18.02,-18.02,-18.02,-18.02,-18.02,25.77,-18.02,-18.02,-18.02,-18.02,-18.02,-18.02,-18.02,-18.02,-18.02
2025-08-10 17:15:00,29.47,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,29.47,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
2025-08-10 17:30:00,4.95,4.95,4.95,4.95,4.95,1.7,4.95,4.95,19.23,4.95,4.95,4.95,4.95,4.95,4.15,2.0,4.15,4.95,4.95,4.95,4.95
2025-08-10 17:45:00,37.99,37.99,37.99,37.99,37.99,17.22,37.99,37.99,37.99,37.99,37.99,37.99,37.99,37.99,4.15,-6.09,4.15,37.99,37.99,37.99,37.99
2025-08-10 18:00:00,23.94,23.94,23.94,23.94,23.94,-15.0,23.94,23.94,28.9,23.94,23.94,23.94,62.64,62.64,-11.11,-7.09,4.7,11.95,11.95,15.01,23.94
2025-08-10 18:15:00,63.22,63.22,63.22,66.87,66.87,-3.28,66.87,66.87,66.87,66.87,66.87,63.22,63.54,63.54,-11.11,-2.32,4.7,11.92,11.92,24.7,63.22
2025-08-10 18:30:00,84.05,84.05,84.05,99.01,99.01,9.71,99.01,99.01,99.01,99.01,99.01,84.05,63.64,63.64,-11.11,5.77,4.7,10.4,10.4,24.71,84.05
2025-08-10 18:45:00,85.21,85.21,85.21,108.24,108.24,61.77,108.24,108.24,108.24,108.24,108.24,85.21,108.24,108.24,-11.11,5.77,4.7,11.92,11.92,41.41,85.21
2025-08-10 19:00:00,64.32,64.32,64.32,81.09,81.09,0.01,81.09,81.09,103.16,81.09,81.09,64.32,57.92,81.09,-14.51,0.73,6.7,0.73,0.73,8.31,29.12
2025-08-10 19:15:00,64.87,64.87,64.87,97.48,97.48,20.14,97.48,97.48,103.17,97.48,97.48,64.87,61.72,97.48,-14.43,0.72,6.7,0.72,0.72,30.53,64.87
2025-08-10 19:30:00,65.64,65.64,65.64,107.99,107.99,93.2,107.99,107.99,118.65,107.99,107.99,65.64,65.52,107.99,-14.45,0.81,6.7,0.81,0.81,40.16,65.64
2025-08-10 19:45:00,89.93,89.93,89.93,121.44,129.55,106.45,129.55,129.55,134.02,129.55,129.55,89.93,65.52,129.55,-15.85,1.16,6.7,1.16,1.16,40.16,89.93
2025-08-10 20:00:00,69.82,69.82,69.82,105.79,81.58,52.91,105.79,105.79,132.13,105.79,105.79,69.82,59.82,105.79,-13.31,0.83,6.9,0.79,0.79,43.24,69.82
2025-08-10 20:15:00,69.85,69.85,69.85,109.21,109.21,86.93,109.21,109.21,131.87,109.21,109.21,69.85,59.82,109.21,-13.31,0.87,6.9,0.87,0.87,43.24,69.85
2025-08-10 20:30:00,69.73,69.73,69.73,118.99,118.99,106.45,118.99,118.99,137.85,118.99,118.99,69.73,59.82,118.99,-13.31,1.16,6.9,1.16,1.16,43.24,69.73
2025-08-10 20:45:00,70.09,70.09,70.09,122.01,122.01,117.89,122.01,137.29,139.08,122.01,122.01,70.09,59.82,122.01,-13.31,4.8,6.9,4.8,4.8,31.46,70.09
2025-08-10 21:00:00,89.9,89.9,89.9,126.99,124.11,102.51,126.99,126.99,126.99,126.99,126.99,89.9,54.11,126.99,4.01,4.01,4.01,4.01,4.01,49.81,89.9
2025-08-10 21:15:00,70.76,70.76,70.76,97.72,105.28,97.76,121.99,121.99,121.99,121.99,121.99,70.76,54.11,121.99,4.1,4.1,4.1,4.1,4.1,49.8,70.76
2025-08-10 21:30:00,65.64,65.64,65.64,114.7,114.7,103.79,114.7,114.7,114.7,114.7,114.7,65.64,57.92,114.7,5.06,10.9,5.06,10.9,10.9,43.48,65.64
2025-08-10 21:45:00,44.59,44.59,44.59,96.47,99.91,99.91,108.84,108.84,108.84,108.84,108.84,65.63,56.02,108.84,4.32,10.9,4.32,10.9,10.9,31.46,44.59
2025-08-10 22:00:00,89.94,89.94,89.94,121.48,121.48,105.73,121.48,121.48,121.48,121.48,121.48,68.9,56.02,121.48,2.44,2.44,2.44,2.44,2.44,51.3,89.94
2025-08-10 22:15:00,65.64,65.64,65.64,111.17,111.17,71.49,111.17,111.17,111.17,111.17,111.17,65.64,61.72,111.17,1.6,1.6,1.6,3.6,3.6,45.01,65.64
2025-08-10 22:30:00,61.45,61.45,61.45,100.3,100.3,84.09,100.3,100.3,100.3,100.3,100.3,61.45,59.82,100.3,1.9,1.9,5.2,3.6,3.6,28.04,61.45
2025-08-10 22:45:00,49.01,49.01,49.01,95.04,95.04,90.0,95.04,95.04,95.04,95.04,95.04,49.01,56.02,95.04,1.9,1.9,5.2,3.71,3.71,28.02,49.01
2025-08-10 23:00:00,86.31,86.31,86.31,108.61,108.61,94.06,108.61,108.61,108.61,108.61,108.61,1.87,65.52,98.24,-6.29,-6.29,4.4,1.09,1.09,46.32,86.31
2025-08-10 23:15:00,75.15,75.15,75.15,107.04,107.04,83.49,107.04,107.04,107.04,107.04,107.04,1.18,65.52,98.24,-5.81,-5.81,4.4,1.18,1.18,34.94,75.15
2025-08-10 23:30:00,50.08,50.08,50.08,96.72,82.94,65.89,96.72,96.72,96.72,96.72,96.72,1.13,65.52,96.72,1.13,1.13,4.4,1.13,1.13,30.08,50.08
2025-08-10 23:45:00,43.51,43.51,43.51,90.47,29.8,29.8,90.47,102.96,90.47,90.47,156.11,2.06,61.72,90.0,0.93,0.93,4.4,2.06,2.06,30.04,48.52
2025-08-11 12:00:00,106.64,94.15,94.15,24.37,18.97,18.97,18.97,18.97,1.0,18.97,18.97,106.64,52.34,52.34,15.9,2.8,3.85,18.97,18.97,18.97,18.97
2025-08-11 12:15:00,55.23,14.35,14.35,7.44,14.35,14.35,14.35,14.35,0.61,14.35,14.35,55.23,14.35,14.35,14.35,2.8,3.85,14.35,14.35,14.35,14.35
2025-08-11 12:30:00,50.98,11.19,11.19,11.19,11.19,11.19,11.19,11.19,-6.23,11.19,11.19,50.98,11.19,11.19,11.19,2.8,3.85,11.19,11.19,11.19,11.19
2025-08-11 12:45:00,50.98,5.74,5.74,0.0,0.0,0.0,0.0,0.0,-11.92,5.74,5.74,50.98,5.74,5.74,5.74,2.8,3.92,5.74,5.74,5.74,5.74
2025-08-11 13:00:00,67.32,17.88,17.88,28.0,17.88,17.88,17.88,17.88,-2.67,17.88,17.88,67.32,17.88,17.88,17.88,2.8,3.64,17.88,17.88,17.88,17.88
2025-08-11 13:15:00,63.39,13.43,13.43,13.43,13.43,13.43,13.43,13.43,-17.3,13.43,13.43,63.39,13.43,13.43,13.43,2.8,3.58,13.43,13.43,13.43,13.43
2025-08-11 13:30:00,63.39,12.0,12.0,-6.63,-6.63,-6.63,-6.63,-6.63,-6.63,12.0,12.0,63.39,12.0,12.0,12.0,3.08,3.58,12.0,12.0,12.0,12.0
2025-08-11 13:45:00,67.32,10.39,10.39,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,10.39,10.39,67.32,21.11,21.11,10.39,2.8,3.58,10.39,10.39,10.39,10.39
2025-08-11 14:00:00,47.66,5.62,5.62,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,5.62,5.62,47.66,13.65,-5.1,-5.1,3.4,-5.1,5.62,5.62,5.62,5.62
2025-08-11 14:15:00,41.77,3.57,3.57,0.0,0.0,0.0,0.0,0.0,0.0,3.57,3.57,41.77,19.17,3.57,3.57,3.57,3.57,3.57,3.57,3.57,3.57
2025-08-11 14:30:00,63.39,4.23,4.23,4.23,4.23,4.23,4.23,4.23,4.23,4.23,4.23,63.39,30.5,4.23,4.23,3.81,4.23,4.23,4.23,4.23,4.23
2025-08-11 14:45:00,63.39,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,14.07,63.39,49.88,14.07,-0.72,2.85,3.62,14.07,14.07,14.07,14.07
2025-08-11 15:00:00,35.88,-1.98,-1.98,-1.98,-1.98,-1.98,-1.98,-1.98,-0.87,-1.98,-1.98,35.88,78.64,-1.98,-1.98,-1.98,-1.98,-1.98,-1.98,-1.98,-1.98
2025-08-11 15:15:00,50.85,3.86,3.86,3.86,3.86,3.86,3.86,3.86,5.91,3.86,3.86,50.85,78.77,3.86,3.86,2.85,3.86,3.86,3.86,3.86,3.86
2025-08-11 15:30:00,50.88,30.54,30.54,30.54,15.12,15.12,15.12,15.12,30.54,15.12,15.12,50.88,78.78,15.12,3.68,2.85,3.68,3.68,3.68,15.12,15.12
2025-08-11 15:45:00,51.61,49.74,49.74,49.74,35.0,35.0,35.0,35.0,49.74,35.0,35.0,51.61,78.79,35.0,2.53,2.53,2.53,2.53,2.53,35.0,35.0
2025-08-11 16:00:00,63.39,63.39,63.39,20.0,20.0,20.0,20.0,20.0,61.2,20.0,20.0,63.39,81.89,20.0,-0.75,-0.75,3.95,14.59,14.59,20.0,20.0
2025-08-11 16:15:00,46.18,46.18,46.18,46.18,40.2,40.2,46.18,46.18,61.2,46.18,46.18,46.18,81.9,46.18,-1.0,-1.0,3.95,14.69,14.69,36.94,46.18
2025-08-11 16:30:00,72.1,72.1,72.1,72.1,66.98,66.98,72.1,72.1,75.58,72.1,72.1,72.1,82.01,72.85,-1.21,2.85,3.95,14.18,14.18,50.45,72.1
2025-08-11 16:45:00,94.37,94.37,94.37,80.94,79.73,79.5,79.73,79.73,94.37,79.73,79.73,94.37,81.0,78.98,-1.91,3.01,3.95,3.34,3.34,51.95,79.73
2025-08-11 17:00:00,60.01,60.01,60.01,60.01,60.01,41.85,60.01,60.01,76.38,60.01,60.01,60.01,92.35,60.01,-0.33,-0.33,3.57,6.84,6.84,60.01,60.01
2025-08-11 17:15:00,74.02,74.02,74.02,74.02,74.02,42.47,74.02,74.02,76.39,74.02,74.02,74.02,92.35,74.02,-0.4,-0.4,3.74,13.21,13.21,65.2,74.02
2025-08-11 17:30:00,95.17,95.17,95.17,95.17,95.17,52.2,95.17,95.17,95.17,95.17,95.17,95.17,95.17,95.17,-0.3,-0.3,3.74,13.31,13.31,71.42,95.17
2025-08-11 17:45:00,115.2,115.2,115.2,115.2,115.2,74.95,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,-0.1,-0.1,3.74,13.3,13.3,83.43,115.2
2025-08-11 18:00:00,92.83,92.83,92.83,80.13,80.13,64.65,80.13,80.13,92.83,80.13,80.13,92.83,92.69,80.13,-1.7,2.45,3.81,6.29,6.29,60.6,80.13
2025-08-11 18:15:00,93.08,93.08,93.08,93.08,93.08,73.8,93.08,93.08,93.08,93.08,93.08,93.08,93.08,93.08,-1.73,2.46,3.81,6.29,6.29,60.6,93.08
2025-08-11 18:30:00,139.54,139.54,139.54,114.52,103.1,82.81,114.52,114.52,139.54,114.52,114.52,139.54,114.52,114.52,-6.79,3.13,3.81,6.12,6.12,60.61,114.52
2025-08-11 18:45:00,158.95,158.95,158.95,158.95,129.38,129.38,158.95,158.95,158.95,158.95,158.95,158.95,97.33,80.39,-6.79,3.18,3.81,5.83,5.83,60.61,158.95
2025-08-11 19:00:00,145.94,145.94,145.94,115.08,115.08,115.08,115.08,115.08,145.94,115.08,115.08,145.94,115.08,115.08,-1.4,-1.4,3.79,9.43,9.43,70.51,115.08
2025-08-11 19:15:00,130.22,130.22,130.22,123.64,123.64,123.64,123.64,123.64,163.04,123.64,123.64,130.22,123.64,123.64,-1.8,-1.8,3.79,2.56,2.56,70.51,123.64
2025-08-11 19:30:00,134.14,134.14,134.14,174.02,148.22,140.64,174.02,148.22,220.75,174.02,174.02,134.14,148.22,148.22,-5.42,-5.42,3.79,2.62,2.62,70.51,99.08
2025-08-11 19:45:00,157.05,157.05,157.05,258.27,209.82,140.64,258.27,209.82,258.27,258.27,258.27,157.05,211.2,211.2,-5.42,-5.42,3.79,1.51,1.51,70.51,157.05
2025-08-11 20:00:00,179.21,179.21,179.21,268.07,180.94,131.92,268.07,180.94,293.42,268.07,268.07,153.81,199.38,179.55,-1.9,2.75,-1.9,11.42,11.42,90.07,179.21
2025-08-11 20:15:00,166.1,166.1,166.1,211.06,177.39,143.14,211.06,177.39,321.22,211.06,211.06,145.94,177.39,177.39,-1.9,2.75,-1.9,13.09,13.09,90.07,166.1
2025-08-11 20:30:00,176.32,176.32,176.32,176.32,176.32,156.2,176.32,176.32,325.97,176.32,176.32,142.0,176.32,176.32,-1.9,-1.9,-1.9,9.43,9.43,90.07,176.32
2025-08-11 20:45:00,168.98,168.98,168.98,168.98,168.98,165.09,168.98,168.98,314.65,168.98,168.98,126.28,168.98,168.98,-1.9,-1.9,-1.9,0.01,0.01,90.06,168.98
2025-08-11 21:00:00,155.43,155.43,155.43,195.86,162.86,153.31,195.86,162.86,195.86,195.86,195.86,155.43,136.13,101.04,-5.91,-5.91,-5.91,7.98,7.98,94.43,145.05
2025-08-11 21:15:00,150.12,150.12,150.12,154.93,154.93,141.98,154.93,154.93,169.11,154.93,154.93,150.12,136.13,111.29,-6.77,-6.77,-6.77,-0.84,-0.84,94.43,109.75
2025-08-11 21:30:00,106.63,106.63,106.63,140.21,140.21,140.21,140.21,140.21,143.32,140.21,140.21,106.63,136.13,120.55,-6.77,-6.77,-6.77,1.2,1.2,74.81,74.81
2025-08-11 21:45:00,102.7,102.7,102.7,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,102.7,136.13,120.55,-7.49,-7.49,-7.49,-7.49,-7.49,63.19,63.19
2025-08-11 22:00:00,131.98,131.98,131.98,131.98,131.98,126.26,131.98,131.98,131.98,131.98,131.98,86.94,102.81,91.02,-5.84,-5.84,-5.84,3.16,3.16,75.56,122.11
2025-08-11 22:15:00,145.69,145.69,145.69,120.0,120.0,120.0,120.0,120.0,145.69,120.0,120.0,86.97,102.81,91.03,-6.35,-6.35,-6.35,2.22,2.22,57.49,116.09
2025-08-11 22:30:00,111.73,111.73,111.73,111.73,111.73,111.73,111.73,111.73,111.73,111.73,111.73,86.94,102.81,91.03,-1.57,-1.57,-1.57,-0.9,-0.9,52.8,62.89
2025-08-11 22:45:00,106.08,106.08,106.08,106.08,106.08,106.08,106.08,106.08,106.08,106.08,106.08,59.46,102.81,91.03,-1.17,-1.17,-1.17,-0.91,-0.91,52.45,52.45
2025-08-11 23:00:00,110.92,110.92,110.92,110.92,110.92,110.92,110.92,110.92,110.92,110.92,110.92,63.41,87.65,86.54,-4.78,-4.78,3.92,-1.9,-1.9,50.06,110.92
2025-08-11 23:15:00,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,42.88,87.65,86.54,-6.08,-6.08,3.92,-1.9,-1.9,46.38,106.9
2025-08-11 23:30:00,99.38,99.38,99.38,99.38,99.38,99.38,99.38,99.38,99.38,99.38,99.38,42.88,87.65,86.54,-1.77,-1.77,3.92,-1.77,-1.77,45.66,50.82
2025-08-11 23:45:00,89.83,89.83,89.83,89.83,89.83,82.8,89.83,87.48,89.83,89.83,87.21,28.01,87.65,86.51,-1.7,-1.7,3.92,-1.7,-1.7,45.61,57.94
